ids	class	sentence
6441	1	@SovereignCortez U DAM STUPID ASS HOLE THEY DON'T KILL ANIMALS IT FOR WOMEN WITH BREAST CANCER U DAM BITCH!!!!
6442	1	@robbysoave @benshapiro @ENBrown Hmmm....do women like to be stuffed in every hole and paid ... ?😕
6443	1	There are good men out there women stop accepting ass holes that appear to be right.It is a excuse to turn lesbian cuz of a no good man.
6444	1	Loool I tried using my card abroad n the cunt hoe sket worker was like 'ur card declined maybe u dnt have enough' I… https://t.co/HmQoKmwtMu
6445	1	Well when you and a hoe are not on the same level and her cunt is skinned open
6446	1	"@jellsoval You’re just a dumb little cunt who had an abortion to go be a hoe, and you eat your tampons tryna be “fe… https://t.co/UtFOtQ1C19"
6447	1	SO you hoes and that cunt can have it..
6448	1	What would you do if a girl kicked you in the balls... — Imma cunt punt tf outta hoe 'for no reason' https://t.co/OHjIyCXw8n
6449	1	"DUMB CUNT OMM, JUST KNOW IM COMIN FOR YOU HOE"
6450	1	@kurisuwu Fuck you cunt hoe no you won’t ily😘
6451	1	What a glorious cunt you have. Too bad youre a basic bitch. Always were always will be. Stay mad. Hoe. #Imtalkingaboutadude 😂😂😂
6452	1	"@indigomermaidd You're the exception , you weren't a rude lil cunt like some hoes. 🙃💕"
6453	1	"Ur a cunt nd she’s a hoe, nuff said"
6454	1	@svgethe3rd She is a fucking slut wtf cunt she deserves to fall in that river dumb hoe that shit is fucked cunt
6455	1	@Mike__2ff @KydSplash That cunt ass hoe recording can get fox news’d 2
6456	1	Hoe asss bitch what the fuck
6457	1	Young bitch getter cuff ya hoe before I take ha
6458	1	I don’t want no nigga wit a bitch or fucking multiple hoes I love my health
6459	1	@KoiyaThePerv bitch ass hoe🙄
6460	0	My sister it's #NoBraDay to raise cancer awareness not for you to hoe 😅
6461	0	"I love my religious brothers and sisters, but @realDonaldTrump, FUCK YOU, YOU'RE NOT EVEN A REAL THEOCRAT YOU FAT USLESS BITCH."
6462	0	@HanSimpkin Wait till you've got gin tomorrow you won't have it then cock
6463	0	There's interesting insight to uncover and understand if you want to go down that rabbit hole.
6464	0	@chiefrepublic1 @TandtheB LOL... they didn't applaud a rape threat.. .how long are you going to ride that shit?
6465	0	"Hey ladies and men, rape, and sexual assault, etc of any sort is not acceptable in society. For those of you who commit these acts, pls die."
6466	0	"We don't know about you , k.inne bare fan ho ap bh cricket k. @fahadmustafa26 @rummanraees15 @realshoaibmalik @babarazam258 https://t.co/2S7e4deOcn"
6467	0	@scottygb PS: so happy we kicked your ass off the continent in 1776. Can't imagine living in a socialist rat hole emulating 1984.
6468	0	@realDonaldTrump Dont you mean killing Americans. You lowlife piece of garbage i hope you rot in hell you son of a bitch
6469	0	"@realDonaldTrump Trump, the only thing you worship is Putin’s dick and money."
6470	0	how small a cock do you have to have to park sideways in the Tesco car park?? Flexing your Ford Focus lol
6471	0	@TMZ I don't want to blame the victim but this makes it difficult. Are you a ho just lookin for money or are you a victim looking for justice?
6472	0	@MrStephenHowson you had a great chance to show everyone that you’re not a cunt on tv tonight and you fucked it up.
6473	0	"@sugayiffer Buy more RAM, girl :P"
6474	0	@glaiveXD WHERE THE FUCK AM I U STUPID CUNT
6475	0	PLAY MUSICAL CARS ALL YOU WANT...IM LIKE YOU...GOTTA KILL ME TO MAKE ME STOP...YOU HAVE NO DICK https://t.co/Qb7nO1HjuI
6476	0	"@LiamSeaward8 @_KramerPeter Bitch you don't talk about my fucking kids. My fucking kids eat better meals than you'll ever eat in your life, you see that?"
6477	0	"@PrideofGypsies a bunch of people who can’t separate a character you play, from the real world, are moaning that you “glamourise rape”, ugh!"
6478	0	@realDonaldTrump You are a dumb cunt twit! When people start dying you should be tried for murder you asshole
6479	0	"If you're fearful to go down rabbit hole, then those who spread oppression, have you right where they want you- 100% controlled. - #Cagsil"
6480	0	Silent about harassment? NOPE. Silent about sexual assault? NOPE. Silent about rape? FUCK NO. You can't shut me up on a GOOD day.
6481	0	@TheMelissaMilf U should be sucking and gagging on my cock Melissa and me Fucking that hot Booty and stunning sweet Pussy tonight Love 😚😚😚
6482	0	"@meanwhile_0 eats entire bags of dicks. Like, seriously. I've seen him eat an entire bag of disembodied cocks. He's a ravenous cunt m8"
6483	0	@_phriss Dick????😭😭.. Are you seriois now 😒
6484	0	Someone asks you to catch a rare fish with like two days left in the season and it's like dude can you not be such a dick
6485	0	As a survivor of rape you have inspired me to be better and to do better. Thank you for all that you do for survivors. #WOCAffirmation
6486	0	"@LoveLikeLow 1) fuck you 2) i gotchu fam, lemme get my pimp hand ready😂"
6487	0	@Los_eBooks So you're saying you /don't/ like how my cock looks in these panties?
6488	0	@NotAllAboutU Bottom line is you are a paid fake account coming to the support of a rape enabler. Pretty sick.
6489	0	@Oterooooo @Tigraah So you hate 'Ominous' as a hole because of this... seems legitimate and highly mature.
6490	0	The fuck is *proof* in a rape case?!? Like how do you want us to PROVE it. Fuck off.
6491	0	@jre_93 And the only one digging a hole of ignorance is you... sad. I hope you are not teaching your child hate .. but I am sure you are
6492	0	"'Dick hair' sounds like 'take care.' If you're having a bad day, say 'dick hair' as you wave goodbye to annoying people. They won't know. 😁"
6493	0	@MichaelRapaport Been digging the podcast. Always liked you as an actor. Keep doing your thing!! Viva Dick Ritchie!
6494	0	"@GOP @POTUS A man with 3 wives, 15 women accused him of assault, 13 yr old girl accused him of rape, makes speech about religion &; values. Funny! https://t.co/qq8L27OwFh"
6495	0	French MPs are demanding changes to the law on child rape after prosecutors ruled that an 11yr-old girl consented to sex with a man aged 28.
6496	0	ARE YOU FUCKING KIDDING ME? 49ERS GOING DOWN A SHIT HOLE https://t.co/lcS1oaM0Ug
6497	0	@GEslave Woow.. You can smoke cigaret and suke May Dick ...😉😊
6498	0	@BTS_twt I LOVE YOU SO MUCH CHIM 😘 WE LOVE YOU On ho or wat u r cuz THAT GIVE US INSPIRATIONS. WE TREASURE YOU AS HOW Y'ALL TREASURE ARMYs
6499	0	Ahhh my cousin's fetus doesn't have a dick and I want to rant about gender reveals but I've also been the youngest girl cousin for 29 years.
6500	0	"@PrideofGypsies Hey your awesome! We all make mistakes! If taken in context(your charater did that,) I do not believe you condone Rape."
6501	0	@_elstrang @giorgia_stevens A slightest sound are you joking! That horrendous heave and huffing and puffing down my ear hole
6502	0	"Went from the last person I'd talk too, to the women I crave on the daily in all about 10 months. Life's really a bitch 🙂😂"
6503	0	Hope you told him you will “stand” with efforts to dismantle Clinton library for his abuse and rape(s) of women. https://t.co/wMYDra7u0w
6504	0	"@TheRoyalBlock @googlecloud Yeah, you can get one free 600MB ram one."
6505	0	@findingjonah HAHAH thank you hoe-nah!! ((-:
6506	0	@GrimKids @hungryhouse I have no sympathy you get everything you deserve for going to that shit hole l
6507	0	@NoLimitsSub1 I'll take you in. DM me NOW SLUT
6508	0	Thank you to the @DunhamFund and Dick Ebeling for their support in continuing to inspire students and promote #STEM renovation projects! https://t.co/mq8xWiAc5x
6509	0	"I look in her eyes, &; it's clear the girl ain't here. She's already in 1st class on the Mothership. Bitch! Gimme that damn Watchtower!"
6510	0	Sometimes you gotta beat ya dick like it stole something
6511	0	Niggas think their dick is big when they put it in and you gasp.... first of all I've been holding my breath cause your breath stank
6512	0	"lmao you guys i remember when someone hacked my twitter, called me a whore and shit and tried to say it wasn’t them."
6513	0	"It's #Trumpianity. Rape, pillage, and steal but as long as you say #MerryChristmas it's ok. https://t.co/mK3AuORzjn"
6514	0	@quietrightly What do you mean by that you cunt? My English is perfect! 😊
6515	0	@Mike_Fox01 Where's a massive sink hole when you need one?
6516	0	"@JulianAssange Julian, you are currently hiding in a cupboard to avoid a rape allegation or two...."
6517	0	If you think I fuck with that hoe then you a fool
6518	0	"@SethMacFarlane just started #TheOrville, glad you got the bro dick jokes out the way early because it has become the series we need. Bravo"
6519	0	A 17 year old girl gets raped 3 times in one walk home by 5-6 different men and people will still claim rape cases are outliers?
6520	0	@Millexnium [ ho~ you doubt me?
6521	0	"Well Sarah, do you as a human not think the people that shielded the rape of children should be outed? #FFArdFheis17 https://t.co/oe4D8kC9tm"
6522	0	don't watch me you better just watch yo nigga ho
6523	0	"When Hollywood powerhouses accuse you of rape, you have a problem. When you help make them powerhouses, you became the problem!"
6524	0	Don’t be a dick when you rate businesses. 5 stars always for good work; 4 is bad; 3 is very bad; 2 is abysmally bad; 1 star is Satan.
6525	0	"If they're not harassing or assaulting you they're calling you stupid, crazy, irrational, over emotional."
6526	0	"The woman who accused Nelly of rape is refusing to testify, and wants the whole matter dropped… https://t.co/SdBC4Ubazi"
6527	0	That moment when you wanna go crawl in a hole and stay down there forever #rightnow #FridayThe13th #curbsarenotmyfriend
6528	0	If you don’t vote on my instagram story..... u a hoe.
6529	0	@TheHockeyLife48 so you admit to actin like a hoe? 💀
6530	0	Like I'm so glad you guys are standing with skales against that boy with the gutter mouth and pot hole face .
6531	0	"*When you claim Re:Zero in a RP but have already accidentally killed Felt, Rem,and Ram off.*"
6532	0	"@GARDENOFADRIAN sweetie, how the hell can you take “oh my god that’s a DICK?!?!?!?!” Style monologue"
6533	0	If you got a tattoo today you a hoe
6534	0	Cuffing is not DEAD If everybody stop being a hoe then you can cuff 🤷🏾‍♂️😅 But nahh being fuck Buddies in style at #myasu https://t.co/3d4mo2YZvS
6535	0	So if your reading this and I know you are .. STOP HITTING ME UP YO DICK LIDDO AND NOW THE WORLD KNOWS 😭🤦🏽‍♀️
6536	0	"Lessons consensual #sex for Mr #Weinstein &; others - you mislead, coerce and force yourself on #women - guess what it is #assault and #rape?"
6537	0	@ChadButlerJr You a lie and your barber a hoe too nigga your line up looking like a serrated knife
6538	0	raevin if you see pink and white you smoking dick https://t.co/kldvd8VJq8
6539	0	"Ho, ho, ho It's magic, you know Never believe it's not so It's magic, you know Never believe, it's not so https://t.co/kCixV8u2eE"
6540	0	What would you do if namjoon sneaks into your room at night and yells 'HERE COMES MONSTER DICK BITCH!!'
6541	0	"All the experts predicting the dodgers will win. Eat a dick.. not that I don't support and love them, but you always jinx them"
6542	0	"@yukisterben Yeah, you would probably want to do that, as most mobos don’t default to using the highest ram frequency supported."
6543	0	@GoldGloveTV I was banned from your chat because I said that cunt was a disrespectful term and I knew why you said it but it still stung.
6544	0	@HodgesMarla96 @ErinRobertson07 Well answer the question?!?! Did you get a dick?
6545	0	That was it when Dick Rickles; ? You all want do w/ 248 Mtn Shrod?
6546	0	If you are unwilling to help victims &; or survivors of rape &; domestic violence by speaking out then you have no place as our advocate. 💜
6547	0	It’s hard seeing someone you loved so much move on. But just remind yourself you are wonderful and he has a small dick.
6548	0	@neiltyson Do you know anything about the hole in antarctica or is that fake🤔🤔🤔
6549	0	@987Woody Thank you woody. I'm going to retweet this in the hopes that this will get back a-hole.
6550	0	Tbh if you do something that will make me look dumb tonight I deserve it tbh I’ve been a asshole to you and I’ll just a dick 😔💔🙇🏽
6551	0	FUCK YOU HARVEY WEINSTEIN! Anyone who has suffered from rape and I mean all. Lock him up. I stayed silent for 24 hours. Going sue me HW?
6552	0	"@murdo_fraser What a dick you are, do you think Westminster is doing a good job for the uk?"
6553	0	"@ComptonMenace man we’re Bros from another crack hoe. I run my trailer park in bama, you run the CPT"
6554	0	"Pregnancy, Periods, Breast Cancer, Being Walked On, Rape, Harassment, Abuse...Females Go Through A Lot. WOMEN ARE STRONG ♥"
6555	0	"Dudes, We love all the RTs/Likes &; enjoy a few comments here/there. But cock pix &; writing novels under our pix/vids gets you blocked! 😠"
6556	0	"Cat: 'Miaow-miaow-miaow!' Me: 'Aaaawwww...' Cat: 'FEED ME, YOU USELESS FAT BASTARD! FOOD! IN FOOD-HOLE! NOW!' #BloodyCat"
6557	0	Jodie Foster: Hollywood Execs Tried To Rape Me When I Was A Girl https://t.co/8szOnwsbmu
6558	0	Sounds like you are a mysogenistic dick weasel to me Aaron. When you call mysogenists dick weasels you always feel better https://t.co/QlSaV9Cvzc
6559	0	@PeterNHess If you take dick off of the pizza you're erasing my history and heritage
